metodo,documento,pergunta,rouge1_mean,rouge1_std,rouge2_mean,rouge2_std,rougeL_mean,rougeL_std,rougeLsum_mean,rougeLsum_std,bleu_mean,bleu_std,bertscore_precision_mean,bertscore_precision_std,bertscore_recall_mean,bertscore_recall_std,bertscore_f1_mean,bertscore_f1_std,f1_token_mean,f1_token_std,exact_match_mean,exact_match_std,latencia_segundos_mean,latencia_segundos_std,n_fontes_mean,n_fontes_std
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Em que guia se baseou a metodologia de elaboração do PDTIC do IFPI?,0.8399999999999999,0.0,0.75,0.0,0.8399999999999999,0.0,0.8399999999999999,0.0,0.7150762135853476,0.0,0.9745191931724548,0.0,0.9789811372756958,0.0,0.9767451286315918,0.0,0.923076923076923,0.0,0.0,0.0,4.11906,0.009001752915713512,4.0,0.0
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Para qual exercício foi prorrogada a vigência do PDTIC-2022/2024 do IFPI?,0.4666666666666667,0.0,0.07142857142857142,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.0,0.0,0.8483378887176514,0.0,0.8543418645858765,0.0,0.8513292670249939,0.0,0.46153846153846156,0.0,0.0,0.0,3.89086,0.00748512599166583,4.0,0.0
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Quais são as três fases da metodologia de elaboração do PDTIC descritas no documento?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.3305999999999996,0.00868139773692407,4.0,0.0
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Qual resolução foi revogada pela Resolução Normativa nº 236 de 2025?,0.4444444444444445,0.0,0.29411764705882354,0.0,0.3888888888888889,0.0,0.3888888888888889,0.0,0.13829483667905937,0.0,0.9253864705562591,0.0010603724205204051,0.8559800744056701,0.0006893327674413983,0.8893311440944671,0.0008617091469699245,0.5384615384615384,0.0,0.0,0.0,4.2371300000000005,0.02724832512691779,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a carga horária total do curso Escola da Terra?,0.501140918902251,0.088292768963227,0.285974025974026,0.037590783065913,0.28536540240518043,0.06046021473815821,0.28536540240518043,0.06046021473815821,0.08688085687641889,0.04581157220447341,0.8647438883781433,0.03030795400454157,0.9384612679481507,0.004097108021200072,0.8998955130577088,0.017582374499374182,0.5383229383229382,0.06849209437540435,0.0,0.0,4.29513,0.548970600406899,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a meta física do curso Escola da Terra em número de vagas?,0.4545454545454545,0.0,0.19999999999999998,0.0,0.4545454545454545,0.0,0.4545454545454545,0.0,0.0,0.0,0.880872368812561,0.0,0.914977490901947,0.0,0.8976011276245117,0.0,0.47619047619047616,0.0,0.0,0.0,2.6696400000000002,0.007188447522085429,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quando está previsto o início do curso Escola da Terra?,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0.0,0.0,0.8219438791275024,0.0,0.8310289978981018,0.0,0.8264614343643188,0.0,0.0,0.0,0.0,0.0,2.66035,0.008663493008660702,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quem é o coordenador do curso Escola da Terra?,0.4516129032258064,0.0,0.4137931034482759,0.0,0.4516129032258064,0.0,0.4516129032258064,0.0,0.3386854985606571,0.0,0.900873601436615,0.0,0.9360523223876953,0.0,0.9181260466575623,0.0,0.5925925925925926,0.0,0.0,0.0,3.3228299999999997,0.012053127763733695,4.0,0.0
bm25,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Qual é a forma de acesso ao curso FIC em Aquicultor?,0.3589743589743589,0.0,0.16216216216216217,0.0,0.30769230769230776,0.0,0.30769230769230776,0.0,0.0,0.0,0.8822669386863708,0.0,0.8946717977523804,0.0,0.8884261250495911,0.0,0.37499999999999994,0.0,0.0,0.0,3.5786299999999995,0.009459627664742157,4.0,0.0
bm25,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Quantas vagas são ofertadas no curso FIC em Aquicultor?,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0.0,0.8231986165046692,0.0,0.8388471603393555,0.0,0.8309492468833923,0.0,0.0,0.0,0.0,0.0,2.71299,0.007456011742957025,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Em que ano o Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,1.0,0.0,1.0,0.0,3.81347,0.011083125311331123,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a carga horária total do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.6428571428571429,0.0,0.46153846153846156,0.0,0.6428571428571429,0.0,0.6428571428571429,0.0,0.25772294506990867,0.0,0.8713124394416809,0.0,0.9634993672370911,0.0,0.915090024471283,0.0,0.6666666666666667,0.0,0.0,0.0,3.5623199999999997,0.0073396639341773914,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a unidade de oferta do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas descrita no PPC?,0.6666666666666666,0.0,0.42857142857142855,0.0,0.6,0.0,0.6,0.0,0.28320384389628495,0.0,0.8714810013771057,0.0,0.9715954065322876,0.0,0.9188191294670105,0.0,0.7333333333333334,0.0,0.0,0.0,3.48364,0.013659689275789252,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Quantas vagas por ano são ofertadas no Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.4444444444444445,0.0,0.32,0.0,0.4444444444444445,0.0,0.4444444444444445,0.0,0.1326475916741222,0.0,0.8291540145874023,0.0,0.955398440361023,0.0,0.8878107666969299,0.0,0.48,0.0,0.0,0.0,3.58199,0.009809230346974238,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Como é composta a CPPD do IFPI em número de membros titulares e suplentes?,0.6046511627906976,0.0,0.3902439024390244,0.0,0.6046511627906976,0.0,0.6046511627906976,0.0,0.31645275923351984,0.0,0.9136143922805786,0.0,0.9827612638473511,0.0,0.9469271898269653,0.0,0.7027027027027029,0.0,0.0,0.0,4.1792,0.00728392446113751,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Qual é o mandato dos integrantes da CPPD do IFPI?,0.6976744186046512,0.0,0.4878048780487805,0.0,0.6046511627906976,0.0,0.6046511627906976,0.0,0.3299895472527792,0.0,0.9243701696395874,0.0,0.944128692150116,0.0,0.9341450333595276,0.0,0.631578947368421,0.0,0.0,0.0,4.01036,0.010481115292647955,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 218-2024-Estab. normas, critérios e proc. para a participação de docentes (DE) em atividades remuneradas.pdf","Qual é o limite anual de horas para a participação esporádica remunerada em palestras, conferências e atividades artísticas e culturais de docentes em dedicação exclusiva?",0.2926829268292683,0.0,0.20512820512820512,0.0,0.2926829268292683,0.0,0.2926829268292683,0.0,0.0,0.0,0.8036078810691833,0.0,0.9253432154655457,0.0,0.8601899147033691,0.0,0.375,0.0,0.0,0.0,4.67102,0.010698681123286844,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 218-2024-Estab. normas, critérios e proc. para a participação de docentes (DE) em atividades remuneradas.pdf",Qual é o limite de carga horária para atividades remuneradas eventuais previstas no artigo 7º da Resolução Normativa nº 218 de 2024?,0.37499999999999994,0.0,0.21739130434782608,0.0,0.37499999999999994,0.0,0.37499999999999994,0.0,0.1049439266125276,0.0,0.8394305109977722,0.0,0.9174327850341797,0.0,0.8767000436782837,0.0,0.3589743589743589,0.0,0.0,0.0,4.94128,0.012640481706714227,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 223-2024-Atualiza a Regulamentação do planejamento e o registro das atividades acadêmicas dos docentes da Carreira do Magistério do Ensino Básico, Técnico e Tecnológico do IFPI.pdf","Para cada hora de regência de aulas, quantas horas adicionais o docente computará para atividades de organização e apoio ao ensino?",0.9565217391304348,0.0,0.909090909090909,0.0,0.9565217391304348,0.0,0.9565217391304348,0.0,0.5339935148604845,0.0,0.9223076105117798,0.0,0.942150354385376,0.0,0.9321234226226807,0.0,0.9411764705882353,0.0,0.0,0.0,3.7335300000000005,0.011379323354224499,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 223-2024-Atualiza a Regulamentação do planejamento e o registro das atividades acadêmicas dos docentes da Carreira do Magistério do Ensino Básico, Técnico e Tecnológico do IFPI.pdf",Quais são os regimes de trabalho previstos para os docentes do EBTT no IFPI?,0.31953986230421727,0.023125169134398833,0.14545299901337053,0.006628343161861417,0.28445472037104425,0.021729742346747592,0.28445472037104425,0.021729742346747592,0.07188576321424997,0.006827922227936776,0.8297392308712006,0.013132398237428719,0.8571789503097534,0.010488398901443947,0.8432161986827851,0.011127486561154629,0.3463414634146341,0.015425744683748204,0.0,0.0,4.957520000000001,0.29108450014080467,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Em que guia se baseou a metodologia de elaboração do PDTIC do IFPI?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.23254,0.013638686805473086,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Para qual exercício foi prorrogada a vigência do PDTIC-2022/2024 do IFPI?,0.4800000000000001,0.0,0.2916666666666667,0.0,0.4,0.0,0.4,0.0,0.1690653646485627,0.0,0.8415287733078003,0.0,0.9482990503311157,0.0,0.8917292952537537,0.0,0.5405405405405406,0.0,0.0,0.0,5.2775300000000005,0.01148642193587215,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Quais são as três fases da metodologia de elaboração do PDTIC descritas no documento?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.38093,0.008884699707299644,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Qual resolução foi revogada pela Resolução Normativa nº 236 de 2025?,0.39595959595959596,0.04172911349449069,0.2724857685009488,0.01861775675596226,0.3737373737373737,0.013040347967028366,0.3737373737373737,0.013040347967028366,0.0,0.0,0.9124125361442565,0.005125036541835141,0.853330421447754,0.00016565637881984878,0.8818763613700866,0.002308385626598339,0.45740740740740743,0.05259607013368103,0.0,0.0,4.6583,0.08300487268160149,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a carga horária total do curso Escola da Terra?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.50681,0.006517233564430069,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a meta física do curso Escola da Terra em número de vagas?,0.7272727272727273,0.0,0.7096774193548387,0.0,0.7272727272727273,0.0,0.7272727272727273,0.0,0.5471114295717522,0.0,0.8801493048667908,0.0,0.9877628684043884,0.0,0.9308561682701111,0.0,0.7741935483870968,0.0,0.0,0.0,4.1491,0.013716089497779986,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quando está previsto o início do curso Escola da Terra?,0.6875,0.0,0.39999999999999997,0.0,0.625,0.0,0.625,0.0,0.36821398145189993,0.0,0.9271272420883179,0.0,0.9493149518966675,0.0,0.9380899667739868,0.0,0.7142857142857142,0.0,0.0,0.0,3.7225900000000003,0.008025715613645408,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quem é o coordenador do curso Escola da Terra?,0.6086956521739131,0.0,0.5714285714285713,0.0,0.6086956521739131,0.0,0.6086956521739131,0.0,0.3752502713743969,0.13858872921705165,0.9100946843624115,0.004512449112137195,0.9547943651676178,0.004584831643978672,0.9319087982177734,0.004549504131421216,0.7272727272727273,0.0,0.0,0.0,3.11395,0.011652109966296545,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Qual é a forma de acesso ao curso FIC em Aquicultor?,0.5,0.0,0.47058823529411764,0.0,0.5,0.0,0.5,0.0,0.31107972814824386,0.0,0.8755465745925903,0.0,0.9480505585670471,0.0,0.9103571772575378,0.0,0.5294117647058824,0.0,0.0,0.0,4.09264,0.010673143866733544,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Quantas vagas são ofertadas no curso FIC em Aquicultor?,0.56,0.0,0.34782608695652173,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.863581657409668,0.0,0.969627320766449,0.0,0.9135372638702393,0.0,0.608695652173913,0.0,0.0,0.0,3.76879,0.009342311158261478,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Em que ano o Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,1.0,0.0,1.0,0.0,3.68866,0.012091153791098442,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a carga horária total do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.5142857142857143,0.0,0.36363636363636365,0.0,0.5142857142857143,0.0,0.5142857142857143,0.0,0.17268932789342512,0.0,0.839600145816803,0.0,0.9638860821723938,0.0,0.8974605798721313,0.0,0.6,0.0,0.0,0.0,4.012510000000001,0.007450495882079715,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a unidade de oferta do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas descrita no PPC?,0.18164893617021277,0.01841398345408233,0.044154589371980676,0.0004667110063184991,0.1268617021276596,0.0012846965200522652,0.1268617021276596,0.0012846965200522652,0.0,0.0,0.7910838901996613,0.00028190030599025984,0.8623552739620208,0.00016414193079874415,0.8251834392547608,7.819847115407947e-05,0.27651821862348175,0.021512165210267716,0.0,0.0,4.18492,0.024438530597762697,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Quantas vagas por ano são ofertadas no Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.24411764705882355,0.0075940849925635635,0.13,0.004303314829119348,0.24411764705882355,0.0075940849925635635,0.24411764705882355,0.0075940849925635635,0.0,0.0,0.8204674601554871,0.003041742906747309,0.9180768251419067,0.0017226478174304034,0.8665313720703125,0.002464069380606293,0.28177339901477827,0.005087662852160802,0.0,0.0,3.8827399999999996,0.05382176759143706,4.0,0.0
dense_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Como é composta a CPPD do IFPI em número de membros titulares e suplentes?,0.5853387259858442,0.04501784975732699,0.3719078376554517,0.05919287136560415,0.5853387259858442,0.04501784975732699,0.5853387259858442,0.04501784975732699,0.2735001567103875,0.045515977774919204,0.8970760226249694,0.015028090381570504,0.9755463361740112,0.008314647332657476,0.9346481919288635,0.011757639196370568,0.6882605682605684,0.047069336250967264,0.0,0.0,4.55113,0.4445652509287398,4.0,0.0
dense_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Qual é o mandato dos integrantes da CPPD do IFPI?,0.6976744186046512,0.0,0.4878048780487805,0.0,0.6511627906976744,0.0,0.6511627906976744,0.0,0.3446913316729032,0.0,0.9351704120635986,0.0,0.9487611055374146,0.0,0.9419167041778564,0.0,0.6842105263157895,0.0,0.0,0.0,3.90622,0.007767853986498228,4.0,0.0
dense_rerank,"RESOLUÇÃO NORMATIVA Nº 218-2024-Estab. normas, critérios e proc. para a participação de docentes (DE) em atividades remuneradas.pdf","Qual é o limite anual de horas para a participação esporádica remunerada em palestras, conferências e atividades artísticas e culturais de docentes em dedicação exclusiva?",0.33333333333333337,0.0,0.29411764705882354,0.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.16110518603734317,0.0,0.8159887194633484,0.0,0.9578015804290771,0.0,0.8812262415885925,0.0,0.48275862068965514,0.0,0.0,0.0,4.4902,0.010014434027386979,4.0,0.0
